width	height	name	description	thumbnail	image
626	501	Image Compression InProgress Interface	COSMOS 4 UI for the Image Compression OSK application	https://res.cloudinary.com/kjy5/image/upload/v1655227118/Honors%20Portfolio/COSMOS%20Interface/0-thumb_ad1c4g.webp	https://res.cloudinary.com/kjy5/image/upload/v1655227118/Honors%20Portfolio/COSMOS%20Interface/0_prdwwb.webp
